Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
 165:  4ic6-A 15.3  2.9  169   340   16 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 166:  3gdv-A 14.9  2.7  170   296   15 PDB  MOLECULE: DEGS PROTEASE;                                             
 167:  4om9-A 14.9  2.7  173   930   17 PDB  MOLECULE: SERINE PROTEASE PET;                                       
 168:  5j44-A 14.6  2.5  185  1006   21 PDB  MOLECULE: SERINE PROTEASE SEPA AUTOTRANSPORTER;                      
 169:  1wxr-A 14.4  2.3  177  1035   21 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 170:  5jwg-A 14.2  3.2  198   705   16 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 171:  5fht-A 13.7  2.5  157   300   19 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 172:  2qaa-A 13.5  2.9  151   186   17 PDB  MOLECULE: STREPTOGRISIN-B;                                           
 173:  2ea3-A 13.5  2.9  149   183   19 PDB  MOLECULE: CHYMOTRYPSIN;                                              
 174:  1ky9-B 13.4  3.0  165   396   22 PDB  MOLECULE: PROTEASE DO;                                               
 175:  2j92-A 13.3  3.0  157   201   13 PDB  MOLECULE: PICORNAIN 3C;                                              
 176:  1qa7-B 13.3  3.2  166   218   13 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 177:  1p01-A 13.3  2.8  152   199   18 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 178:  2ijd-1 13.2  2.9  154   644   12 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
 179:  2oua-A 13.2  2.9  149   188   20 PDB  MOLECULE: SERINE PROTEASE;                                           
 180:  1hpg-A 13.1  2.9  152   187   19 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 181:  3sze-A 12.9  2.5  171   943   14 PDB  MOLECULE: SERINE PROTEASE ESPP;                                      
 182:  1lvm-A 12.6  3.3  159   229   12 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 183:  2pfe-A 12.6  2.9  146   186   19 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
 184:  2in2-A 12.0  3.5  157   182   15 PDB  MOLECULE: PICORNAIN 3C;                                              
 185:  1mbm-A 11.7  2.4  130   198   12 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 186:  2lnc-A 11.5  3.4  152   188   12 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
 187:  1rgq-B 11.3  3.2  143   186   13 PDB  MOLECULE: NS3 PROTEASE;                                              
 188:  2q6d-B 11.1  2.7  138   307   10 PDB  MOLECULE: INFECTIOUS BRONCHITIS VIRUS (IBV) MAIN PROTEASE;           
 189:  1lvo-D 10.7  2.8  138   301   12 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 190:  2yy4-A 10.7  2.7  135   310   10 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 191:  1hia-A 10.1  0.8   79    80   42 PDB  MOLECULE: KALLIKREIN;                                                
 192:  2hrv-A  9.9  3.0  122   139   15 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 193:  5jyk-B  9.9  3.0  124   412   19 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 194:  1svp-A  9.4  3.4  136   160   14 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 195:  5lak-A  8.1  3.1  137   303   12 PDB  MOLECULE: 3CL PROTEASE;                                              
 196:  5t1v-B  7.8  3.1  126   163   10 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
 197:  5lkl-A  7.7  3.2  129   704   12 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 198:  1kdq-B  7.7  1.7   89    95   40 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 199:  1z8r-A  7.4  3.6  122   150   11 PDB  MOLECULE: COXSACKIEVIRUS B4 POLYPROTEIN;                             
 200:  1cu1-A  7.1  3.3  145   645   12 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 201:  5y09-B  6.1  2.5   88   369   22 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        


Results: 20191114_JHL_1eq9
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1eq9-A 45.9  0.1  222   222  100 PDB  MOLECULE: CHYMOTRYPSIN;                                              
   2:  3w94-A 37.6  1.1  221   235   36 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
   3:  4dgj-A 36.3  1.3  220   235   34 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
   4:  1ekb-B 36.3  1.2  221   235   33 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
   5:  1ym0-A 36.1  1.3  220   238   35 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
   6:  4bnr-A 35.6  1.3  218   237   41 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
   7:  4cre-A 35.4  1.4  221   238   33 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
   8:  5zfh-A 35.3  1.4  216   224   29 PDB  MOLECULE: KALLIKREIN-7;                                              
   9:  2oq5-A 35.2  1.3  219   232   30 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  10:  1m9u-A 35.1  1.5  219   241   35 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  11:  4q7x-A 35.0  1.5  220   235   30 PDB  MOLECULE: SERINE PROTEASE 57;                                        
  12:  1h4w-A 35.0  1.4  214   224   34 PDB  MOLECULE: TRYPSIN IVA;                                               
  13:  1g3c-A 35.0  1.4  215   225   33 PDB  MOLECULE: BETA-TRYPSIN;                                              
  14:  1pq5-A 34.8  1.4  216   225   31 PDB  MOLECULE: TRYPSIN;                                                   
  15:  4h4f-A 34.7  1.3  218   239   37 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  16:  1azz-A 34.7  1.6  217   226   33 PDB  MOLECULE: COLLAGENASE;                                               
  17:  1npm-A 34.7  1.4  213   223   31 PDB  MOLECULE: NEUROPSIN;                                                 
  18:  5gvt-A 34.6  1.4  219   236   36 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  19:  2qxg-A 34.6  1.5  216   225   31 PDB  MOLECULE: KALLIKREIN-7;                                              
  20:  1an1-E 34.5  1.5  214   223   33 PDB  MOLECULE: TRYPSIN;                                                   
  21:  1bru-P 34.5  1.4  219   241   36 PDB  MOLECULE: ELASTASE;                                                  
  22:  1trn-A 34.5  1.4  214   224   34 PDB  MOLECULE: TRYPSIN;                                                   
  23:  5fcr-A 34.4  1.7  220   230   32 PDB  MOLECULE: COMPLEMENT FACTOR D;                                       
  24:  4nff-A 34.3  1.4  216   230   33 PDB  MOLECULE: KALLIKREIN-2;                                              
  25:  5mt0-A 34.2  1.6  220   230   31 PDB  MOLECULE: COMPLEMENT FACTOR D;                                       
  26:  1amh-A 34.1  1.6  215   223   36 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  27:  5ms3-A 34.1  1.6  216   228   31 PDB  MOLECULE: KALLIKREIN-8;                                              
  28:  2bdb-A 34.0  1.4  218   242   34 PDB  MOLECULE: ELASTASE-1;                                                
  29:  1elt-A 34.0  1.3  215   236   32 PDB  MOLECULE: ELASTASE;                                                  
  30:  5dj7-A 34.0  1.5  217   230   33 PDB  MOLECULE: TRYPSIN;                                                   
  31:  3e0n-B 33.9  1.4  221   254   33 PDB  MOLECULE: PROSTASIN;                                                 
  32:  1z8g-A 33.8  1.5  222   366   38 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  33:  1fiw-A 33.8  1.2  217   260   29 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  34:  1bit-A 33.8  2.0  215   222   31 PDB  MOLECULE: TRYPSIN;                                                   
  35:  2zgc-A 33.7  1.6  219   231   32 PDB  MOLECULE: GRANZYME M;                                                
  36:  1b0f-A 33.7  1.5  210   218   37 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  37:  1spj-A 33.7  1.5  215   236   30 PDB  MOLECULE: KALLIKREIN 1;                                              
  38:  2pux-B 33.7  1.6  222   258   32 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  39:  2zch-P 33.6  1.5  216   237   34 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  40:  1fxy-A 33.6  1.4  212   229   35 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  41:  5to3-B 33.6  1.6  222   368   32 PDB  MOLECULE: PROTHROMBIN;                                               
  42:  1a0j-A 33.5  1.6  214   223   31 PDB  MOLECULE: TRYPSIN;                                                   
  43:  2eek-A 33.5  1.7  211   220   31 PDB  MOLECULE: TRYPSIN-1;                                                 
  44:  5jb8-S 33.4  1.7  219   236   31 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  45:  1fiz-A 33.2  1.4  218   263   31 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  46:  1yc0-A 33.2  1.5  219   247   26 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  47:  1ao5-A 33.1  1.5  216   236   31 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  48:  1fuj-A 33.0  1.6  210   221   35 PDB  MOLECULE: PR3;                                                       
  49:  2vnt-B 32.9  1.5  221   258   29 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  50:  5wi6-B 32.9  1.6  219   245   33 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  51:  1euf-A 32.8  1.6  211   224   36 PDB  MOLECULE: DUODENASE;                                                 
  52:  1klt-A 32.6  1.7  213   226   30 PDB  MOLECULE: CHYMASE;                                                   
  53:  3f6u-H 32.6  1.7  216   241   33 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  54:  3rp2-A 32.6  1.7  213   224   30 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  55:  1fy1-A 32.6  1.7  211   225   32 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  56:  1lto-A 32.5  1.8  220   243   32 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  57:  6qf7-B 32.5  1.5  220   245   30 PDB  MOLECULE: MALTODEXTRIN-BINDING PROTEIN;                              
  58:  1au8-A 32.5  1.7  214   225   31 PDB  MOLECULE: CATHEPSIN G;                                               
  59:  1hyl-A 32.5  1.8  214   230   34 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  60:  1cgi-E 32.5  1.5  213   245   34 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  61:  1kig-H 32.4  1.7  219   241   32 PDB  MOLECULE: FACTOR XA;                                                 
  62:  1sgf-G 32.4  1.6  215   232   33 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  63:  3fzz-A 32.3  1.7  214   227   32 PDB  MOLECULE: GRANZYME C;                                                
  64:  1cvw-H 32.3  1.7  222   255   30 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  65:  1fi8-B 32.3  1.8  213   227   32 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  66:  5lhq-A 32.3  1.5  214   248   30 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  67:  4bxw-B 32.3  1.7  219   288   29 PDB  MOLECULE: FACTOR XA;                                                 
  68:  3tk9-A 32.2  1.8  213   226   30 PDB  MOLECULE: GRANZYME H;                                                
  69:  1pfx-C 32.2  1.8  219   236   31 PDB  MOLECULE: FACTOR IXA;                                                
  70:  2rdl-A 32.0  1.8  213   226   28 PDB  MOLECULE: CHYMASE 2;                                                 
  71:  1c5m-D 32.0  1.6  214   241   31 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  72:  1bda-A 31.9  1.5  221   266   29 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  73:  3i77-A 31.7  2.1  216   230   31 PDB  MOLECULE: TRYPSIN;                                                   
  74:  1fq3-A 31.5  1.8  213   227   32 PDB  MOLECULE: GRANZYME B;                                                
  75:  1op8-A 31.5  1.9  216   234   29 PDB  MOLECULE: GRANZYME A;                                                
  76:  1bqy-A 31.4  1.9  216   235   26 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  77:  3h7t-A 31.3  2.0  216   235   29 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YVT004A06;                        
  78:  1a5i-A 31.2  1.6  219   266   30 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  79:  1op0-A 31.1  1.9  215   234   25 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  80:  2qy0-D 31.0  1.9  214   237   29 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  81:  1shy-A 30.6  1.8  211   228   28 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  82:  6i44-A 30.6  1.5  217   596   33 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  83:  5o32-I 30.4  1.7  215   241   28 PDB  MOLECULE: COMPLEMENT C3;                                             
  84:  1pyt-D 30.1  1.6  213   251   34 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  85:  1zjk-A 29.9  1.7  213   389   28 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  86:  1mza-A 29.6  1.9  215   240   28 PDB  MOLECULE: PRO-GRANZYME K;                                            
  87:  4niy-D 29.5  1.4  190   195   31 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  88:  1pyt-C 29.1  1.7  211   248   33 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  89:  4igd-A 29.1  2.0  213   397   30 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  90:  4lk4-A 28.8  1.6  203   326   32 PDB  MOLECULE: VESB PROTEASE;                                             
  91:  4kkd-B 28.5  2.0  215   405   25 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  92:  5i25-A 28.5  1.7  206   596   31 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  93:  5lyo-C 28.3  1.9  214   255   30 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  94:  3h7o-A 28.2  2.0  209   228   27 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  95:  1gvz-A 28.0  2.1  212   237   27 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  96:  1mkw-K 27.8  1.9  214   287   32 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  97:  3k65-B 27.0  1.8  205   274   32 PDB  MOLECULE: PROTHROMBIN;                                               
  98:  4wjg-2 27.0  2.0  208   310   27 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  99:  4a5t-S 26.7  2.4  208   767   34 PDB  MOLECULE: PLASMINOGEN;                                               
 100:  1fdp-B 26.6  1.8  188   198   32 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
 101:  3t2n-A 26.4  1.6  194   339   36 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 102:  5lpe-A 26.4  2.1  197   204   30 PDB  MOLECULE: KALLIKREIN-10;                                             
 103:  2xxl-A 26.3  2.1  207   354   28 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
 104:  1gpz-A 26.2  1.9  196   368   28 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
 105:  1gvl-A 26.2  2.5  202   223   31 PDB  MOLECULE: KALLIKREIN 6;                                              
 106:  4duu-A 25.5  2.0  204   682   33 PDB  MOLECULE: PLASMINOGEN;                                               
 107:  2olg-A 25.5  2.4  207   276   28 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
 108:  6bqm-A 25.4  1.7  202   460   28 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 109:  4f4o-C 25.2  2.2  210   309   25 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 110:  4j1y-A 25.0  2.3  201   378   29 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
